current_rating,previous_warnings,trips_count,sentiment_pred,sentiment_confidence,category_pred,category_confidence,decision
4.64,1,388,2,0.88,2,0.7,3
3.38,0,941,2,0.9,1,0.85,3
4.82,0,830,0,0.99,0,0.84,1
3.19,1,345,2,0.72,4,0.72,2
4.0,1,897,2,0.97,1,0.7,3
4.95,0,758,0,0.78,1,0.68,1
4.9,1,999,0,0.74,1,0.72,1
4.81,0,319,0,0.8,0,0.61,1
2.96,0,400,2,0.95,1,0.94,3
4.45,0,276,2,0.88,2,0.83,3
2.72,1,892,2,0.82,2,0.82,4
3.15,1,675,2,0.69,4,0.88,2
4.13,1,108,2,0.92,2,0.81,3
3.4,2,950,2,0.8,2,0.76,4
3.75,1,165,2,0.8,1,0.85,4
3.99,3,960,2,0.94,2,0.85,4
4.98,0,884,0,0.84,4,0.71,1
4.93,0,697,0,0.92,0,0.86,1
4.4,0,455,2,0.66,2,0.72,3
3.94,1,128,2,0.66,4,0.93,2
4.67,1,449,2,0.74,1,0.66,3
2.7,1,274,2,0.85,4,0.64,2
2.88,1,391,2,0.84,4,0.76,2
3.95,1,795,0,0.85,3,0.68,0
4.91,0,648,2,0.67,1,0.82,3
4.44,0,205,2,0.91,4,0.88,2
4.82,0,295,2,0.91,3,0.9,4
3.38,1,953,2,0.91,3,0.81,4
3.02,2,436,2,0.82,3,0.7,4
4.57,1,132,2,0.67,1,0.88,3
4.59,3,788,2,0.93,0,0.97,4
4.08,0,542,0,0.87,2,0.96,0
4.54,1,795,2,0.99,1,0.95,3
4.75,0,938,2,0.97,4,0.66,2
4.14,1,811,2,0.67,2,0.65,3
3.75,1,899,1,0.65,4,0.97,0
4.35,3,133,1,0.64,1,0.73,0
3.45,0,729,2,0.72,3,0.85,0
4.13,1,594,2,0.82,4,0.72,2
4.22,3,704,2,0.64,2,0.97,4
4.09,3,579,2,0.81,3,0.68,4
4.65,0,15,2,0.78,4,0.85,2
3.67,1,747,2,0.63,3,0.84,0
4.98,0,534,0,0.67,3,0.85,1
4.16,0,749,2,0.94,4,0.78,2
4.9,0,374,0,0.61,1,0.89,1
4.6,2,180,2,0.87,4,0.9,4
4.9,0,524,0,0.77,1,0.9,1
4.85,0,440,0,0.94,4,0.74,1
3.63,0,215,2,0.94,1,0.98,3
3.59,0,306,2,0.74,1,0.73,3
3.8,0,22,2,0.94,4,0.62,2
4.53,1,360,2,0.67,2,0.94,3
4.81,0,676,0,0.8,4,0.93,1
2.98,2,388,2,0.86,0,0.67,4
4.46,1,388,2,0.97,3,0.96,4
4.35,3,766,2,0.72,1,0.97,4
2.9,1,842,2,0.65,4,0.64,2
4.84,0,248,0,0.95,4,0.96,1
4.27,1,789,2,0.86,4,0.74,2
4.87,1,599,0,0.61,1,0.94,1
4.91,3,11,0,0.78,4,0.71,0
4.32,3,770,2,0.64,1,0.99,4
4.92,0,776,0,0.79,2,0.8,1
4.06,1,603,2,0.75,1,0.93,3
4.76,0,102,2,0.72,4,0.73,2
3.38,3,768,2,0.97,1,0.7,4
2.75,3,983,0,0.76,1,0.92,0
3.71,1,522,2,0.92,1,0.71,4
4.77,1,194,2,0.87,2,0.97,3
4.34,1,832,2,0.9,1,0.87,3
4.92,1,592,2,0.81,2,0.61,3
3.9,0,434,2,0.98,2,0.94,3
4.81,0,782,0,0.96,1,0.77,1
3.94,2,997,2,0.91,3,0.86,4
4.09,0,677,1,0.82,4,0.89,0
4.92,0,521,0,0.94,1,0.84,1
2.8,0,803,2,0.75,4,0.9,2
4.77,1,120,2,0.98,1,0.67,3
4.09,1,360,2,0.77,4,0.66,2
3.17,0,43,2,0.73,4,0.79,2
4.03,0,938,2,0.79,1,0.75,3
4.92,1,828,0,0.8,3,0.7,1
4.38,0,934,2,0.87,4,0.97,2
4.92,0,640,0,0.96,4,0.86,1
4.81,0,286,0,0.71,1,0.61,1
2.98,0,54,2,0.64,4,0.72,2
4.99,0,741,0,0.93,4,0.9,1
3.79,1,663,2,0.76,4,0.75,2
4.53,1,994,2,0.79,1,0.95,3
4.98,1,824,0,0.9,0,0.6,1
4.46,1,857,2,0.82,2,0.75,3
2.82,2,356,2,0.92,3,0.67,4
3.1,3,212,2,0.9,0,0.88,4
3.45,2,865,2,0.6,1,0.81,4
3.87,0,327,2,0.7,2,0.91,3
4.93,1,835,2,0.67,2,0.78,3
4.49,1,910,2,0.66,1,0.63,3
4.99,0,554,0,0.77,3,0.88,1
3.88,2,805,0,0.83,2,0.81,0
3.11,0,813,2,0.97,4,0.94,2
3.52,1,477,0,0.79,4,0.63,0
3.37,0,200,2,0.94,4,0.87,2
3.03,1,286,2,0.65,4,0.72,2
4.65,0,254,0,0.72,4,0.73,0
4.31,1,875,2,0.83,3,0.88,0
3.22,1,578,2,0.94,3,0.93,4
4.99,0,317,0,0.82,0,0.88,1
2.76,1,330,2,0.99,1,0.98,4
4.56,1,674,2,0.76,1,0.73,3
4.91,0,278,0,0.89,0,0.91,1
4.94,1,10,0,0.75,4,0.89,0
4.97,0,670,0,0.69,3,0.85,1
4.88,0,730,0,0.62,3,0.79,1
4.27,1,342,2,0.74,4,0.89,2
4.38,3,790,0,0.62,0,0.95,0
4.25,0,353,2,0.63,4,0.64,2
4.46,1,352,2,0.74,4,0.72,2
4.97,0,91,0,0.8,1,0.77,1
4.87,0,459,0,0.91,3,0.63,1
3.41,3,982,2,0.91,3,0.99,4
3.38,0,219,2,0.83,1,0.96,3
2.99,1,617,1,0.63,4,0.92,0
2.5,2,907,0,0.73,2,0.99,0
3.69,2,72,2,0.75,3,0.76,4
3.88,1,820,2,0.93,2,0.97,4
4.62,1,944,2,0.77,1,0.91,3
4.51,1,186,1,0.76,0,0.81,0
2.6,1,770,2,0.72,4,0.98,2
3.16,0,533,2,0.72,2,0.82,3
3.41,0,702,2,0.61,1,0.61,3
4.87,1,534,2,0.72,1,0.68,3
3.54,1,163,2,0.93,4,0.92,2
4.22,1,675,2,0.98,2,0.85,3
3.3,3,598,2,0.82,1,0.76,4
3.29,2,739,2,0.97,3,0.81,4
4.87,0,104,0,0.85,0,0.63,1
4.2,1,341,2,0.89,1,0.8,3
3.39,1,796,2,0.87,4,0.65,2
4.83,1,849,2,0.88,1,0.8,3
4.95,0,604,0,0.92,3,0.68,1
4.37,1,579,2,0.72,1,0.69,3
4.8,0,130,0,0.88,0,0.84,1
3.91,1,240,2,0.73,4,0.92,2
4.4,1,566,2,0.75,2,0.75,3
4.67,3,65,2,0.73,0,0.89,4
4.92,0,791,0,0.79,3,0.85,1
2.6,0,534,2,0.74,1,0.68,3
4.85,0,849,0,0.78,4,0.87,1
3.08,1,704,2,0.95,4,0.64,2
4.84,0,809,0,0.95,3,0.64,1
5.0,1,229,0,0.66,2,0.88,1
2.9,1,220,2,0.64,1,0.65,4
3.99,1,77,2,0.66,0,0.89,0
4.84,0,387,2,0.85,4,0.63,2
3.89,0,411,2,0.95,3,0.95,4
4.95,2,47,0,0.72,3,0.91,0
3.12,0,777,2,0.79,4,0.83,2
4.39,1,893,2,0.9,2,0.95,3
4.89,1,185,2,0.83,1,0.94,3
3.53,3,38,2,0.74,3,0.7,4
4.89,0,323,0,0.62,0,0.89,1
4.63,1,503,2,0.7,2,0.65,3
4.34,1,604,2,0.93,1,0.68,3
3.03,2,813,2,0.65,2,0.81,4
4.31,0,205,1,0.77,4,0.69,0
2.92,1,79,1,0.88,0,0.69,0
4.84,0,196,0,0.74,4,0.72,1
3.68,0,380,2,0.78,4,0.75,2
3.71,1,724,2,0.62,4,0.78,2
3.62,0,376,2,0.82,3,0.97,0
4.12,0,672,2,0.95,2,0.81,3
2.78,1,32,1,0.79,3,0.95,0
2.92,1,401,2,0.66,4,0.72,2
4.94,1,894,0,0.98,1,0.71,1
3.86,0,313,2,0.97,3,0.65,4
4.37,0,803,2,0.84,2,0.74,3
3.88,1,723,1,0.92,1,0.94,0
4.11,0,132,2,0.88,0,0.69,0
3.13,1,206,2,0.8,1,0.91,4
4.89,0,204,0,0.91,3,0.61,1
4.83,0,987,0,0.84,4,0.74,1
4.84,0,312,0,0.82,4,0.85,1
4.62,1,686,2,0.83,2,0.74,3
4.23,3,257,2,0.66,3,0.74,4
2.76,3,755,0,0.73,4,0.65,0
4.28,2,898,1,0.75,0,0.66,0
4.62,3,521,2,0.93,3,0.82,4
4.84,0,301,0,0.85,3,0.68,1
4.95,0,390,0,0.83,4,0.93,1
3.04,1,101,1,0.9,0,0.72,0
3.27,0,310,2,0.61,4,0.8,2
2.87,0,397,2,0.83,4,0.72,2
2.55,1,214,2,0.96,4,0.86,2
3.57,0,277,2,0.75,2,0.77,3
4.54,1,66,2,0.82,1,0.66,3
3.12,0,20,2,0.79,2,0.98,3
3.03,1,978,1,0.81,1,0.68,0
2.57,0,70,2,0.7,4,0.62,2
2.7,1,812,0,0.88,2,0.75,0
4.97,0,629,0,0.83,4,0.83,1
3.09,0,500,2,0.68,0,0.95,0
3.54,2,328,2,0.98,3,0.62,4
3.58,0,204,0,0.61,3,0.88,0
3.14,1,542,2,0.71,4,0.61,2
4.52,2,595,2,0.88,3,0.8,4
4.37,1,643,2,0.9,0,0.62,0
4.91,0,424,0,0.8,3,0.82,1
4.99,0,517,0,0.77,1,0.85,1
2.78,0,207,2,0.98,3,0.69,4
4.85,0,671,0,0.67,4,0.77,1
4.51,3,835,1,0.89,1,0.96,0
4.83,0,332,0,0.98,3,0.67,1
4.31,1,732,2,0.92,1,0.74,3
2.53,3,13,2,0.62,4,0.84,4
2.56,1,320,2,0.85,2,0.81,4
4.9,0,971,0,0.7,1,0.63,1
3.72,1,634,2,0.71,4,0.98,2
4.35,1,555,2,0.71,0,0.81,0
2.63,1,802,2,0.74,2,0.73,4
3.0,0,96,2,0.76,3,0.95,0
2.93,1,993,2,0.83,1,0.98,4
2.7,1,587,2,0.96,1,0.87,4
4.13,2,631,2,0.61,3,0.9,4
4.34,3,389,2,0.95,3,0.84,4
4.86,0,865,0,0.92,1,0.79,1
3.77,1,337,2,0.86,4,0.72,2
4.02,0,618,0,0.64,2,0.91,0
3.01,2,776,0,0.78,0,0.98,0
4.44,1,651,2,0.79,4,0.93,2
2.51,3,762,2,0.91,3,0.69,4
4.92,2,15,0,0.92,2,0.97,0
4.43,1,262,2,0.67,2,0.84,3
3.97,0,612,2,0.83,4,0.94,2
3.81,0,421,2,0.91,3,0.65,4
4.92,0,562,0,0.64,3,0.82,1
4.96,0,808,0,0.77,1,0.97,1
4.42,1,969,2,0.65,1,0.75,3
4.66,0,817,2,0.78,0,0.93,0
3.16,0,794,2,0.76,4,0.8,2
2.51,1,418,0,0.62,0,0.65,0
3.37,1,317,1,0.73,1,0.79,0
3.52,1,861,2,0.98,0,0.98,0
4.88,0,877,0,0.73,3,0.71,1
4.01,1,250,2,0.98,1,0.89,3
5.0,0,99,0,0.69,3,0.88,1
4.64,1,832,2,0.74,1,0.91,3
2.59,1,638,2,0.7,1,0.73,4
4.96,0,564,0,0.91,2,0.72,1
3.65,1,710,2,0.66,4,0.98,2
2.8,0,526,2,0.77,4,0.93,2
3.9,2,183,2,0.82,0,0.67,4
4.88,0,113,0,0.88,2,0.97,1
2.69,1,408,2,0.7,2,0.91,4
4.95,0,403,0,0.78,4,0.71,1
4.7,1,649,2,0.84,2,0.89,3
4.83,0,232,0,0.78,3,0.95,1
3.12,1,152,2,0.68,4,0.79,2
4.95,1,405,2,0.64,2,0.83,3
4.16,3,755,2,0.74,1,0.67,4
4.25,1,579,2,0.88,1,0.61,3
3.96,0,272,2,0.75,1,0.62,3
4.71,1,414,2,0.88,4,0.64,2
4.35,3,255,2,0.8,1,0.72,4
4.55,1,624,2,0.78,4,0.7,2
4.95,1,492,2,0.86,2,0.71,3
4.41,3,830,2,0.99,3,0.99,4
3.17,0,374,1,0.67,4,0.82,0
4.97,0,333,0,0.85,1,0.89,1
4.45,1,17,2,0.82,1,0.91,3
3.43,1,206,2,0.63,4,0.99,2
3.78,1,836,2,0.71,4,0.82,2
4.04,0,190,2,0.65,2,0.84,3
3.3,3,76,2,0.75,4,0.66,4
4.95,1,810,0,0.79,0,0.84,1
2.88,0,578,2,0.83,4,0.61,2
3.05,0,103,2,0.72,1,0.72,3
4.88,1,145,0,0.69,2,0.61,1
4.72,2,410,2,0.93,3,0.94,4
4.9,0,95,0,0.92,1,0.99,1
2.85,2,493,0,0.95,1,0.85,0
4.9,0,285,0,0.89,2,0.95,1
3.94,1,565,2,0.87,2,0.78,4
4.92,0,259,2,0.67,2,0.95,3
4.84,0,551,0,0.88,3,0.87,1
3.69,3,692,1,0.64,1,0.93,0
4.86,0,94,0,0.72,0,0.98,1
4.42,0,231,2,0.82,2,0.85,3
4.97,0,660,0,0.97,3,0.78,1
3.31,0,323,2,0.89,3,0.72,4
3.16,1,583,2,0.65,4,0.99,2
4.82,0,905,2,0.7,4,0.77,2
3.88,0,330,2,0.99,4,0.63,2
4.07,3,608,2,0.82,2,0.64,4
4.95,0,500,0,0.77,0,0.92,1
4.13,1,604,2,0.61,2,0.74,3
4.28,0,545,2,0.64,4,0.72,2
2.75,0,318,2,0.86,0,0.65,0
4.95,0,569,0,0.73,0,0.96,1
4.63,2,71,1,0.95,0,0.68,0
3.97,2,29,0,0.74,4,0.94,0
3.06,3,360,0,0.91,4,0.7,0
3.97,1,510,2,0.95,4,0.86,2
4.72,1,526,2,0.9,4,0.7,2
2.89,1,546,2,0.7,4,0.89,2
3.86,1,539,2,0.97,1,0.7,4
3.39,2,431,1,0.74,1,0.7,0
4.91,0,84,0,0.86,0,0.69,1
4.88,0,327,0,0.76,0,0.77,1
2.84,1,416,2,0.65,4,0.68,2
4.79,1,224,2,0.87,2,0.62,3
3.8,0,588,2,0.84,4,0.77,2
4.91,0,583,0,0.62,3,0.96,1
2.83,3,325,2,0.94,3,0.74,4
4.47,3,563,2,0.88,1,0.74,4
3.96,0,86,2,0.93,2,0.97,3
4.91,0,736,0,0.81,3,0.61,1
3.8,2,389,0,0.65,3,0.65,0
3.64,2,97,0,0.72,2,0.83,0
4.94,0,290,0,0.87,1,0.93,1
4.91,0,878,2,0.8,2,0.62,3
4.82,0,12,0,0.96,3,0.82,0
4.45,0,531,2,0.72,4,0.93,2
3.34,1,754,2,0.81,4,0.61,2
3.52,1,705,2,0.71,1,0.77,4
2.72,3,360,1,0.98,2,0.66,0
2.85,0,937,2,0.84,3,0.86,0
4.82,0,959,2,0.94,4,0.63,2
3.07,1,488,2,0.65,4,0.92,2
2.58,0,301,2,0.69,4,0.69,2
4.87,0,323,0,0.71,3,0.61,1
4.19,2,13,2,0.9,3,0.78,4
4.82,0,997,0,0.62,3,0.62,1
4.88,1,336,0,0.94,1,0.85,1
4.94,1,579,2,0.99,3,0.61,4
2.58,3,998,2,0.8,1,0.84,4
4.96,1,939,0,0.86,0,0.66,1
3.35,1,416,2,0.92,4,0.77,2
4.89,0,552,0,0.96,2,0.95,1
3.63,2,639,2,0.84,4,0.73,4
3.2,0,774,2,0.67,4,0.81,2
4.24,0,677,2,0.98,2,0.66,3
4.03,0,13,2,0.87,3,0.88,4
4.36,1,485,2,0.9,4,0.66,2
2.85,1,316,1,0.89,0,0.89,0
2.75,2,520,2,0.91,2,0.85,4
4.16,1,198,2,0.8,4,0.69,2
2.94,0,171,2,0.7,1,0.69,3
4.48,0,777,2,0.71,1,0.86,3
4.4,0,157,2,0.96,4,0.61,2
3.29,1,629,2,0.65,0,0.82,0
3.01,3,613,2,0.9,1,0.76,4
4.9,0,580,0,0.72,0,0.73,1
4.6,1,240,2,0.96,4,0.64,2
4.95,0,745,0,0.88,1,0.82,1
4.24,1,642,2,0.64,4,0.61,2
4.88,0,107,0,0.92,1,0.76,1
3.31,0,145,2,0.8,1,0.67,3
3.73,1,856,2,0.96,2,0.88,4
4.97,1,752,0,0.77,3,0.73,1
3.69,0,628,2,0.81,2,0.85,3
3.22,0,570,2,0.61,2,0.9,3
2.73,1,531,2,0.69,4,0.87,2
4.34,1,954,1,0.76,2,0.71,0
3.55,0,508,2,0.63,4,0.82,2
2.91,1,273,2,0.93,1,0.95,4
4.95,0,528,0,0.8,2,0.82,1
4.68,1,590,2,0.73,4,0.85,2
2.51,2,889,2,0.92,3,0.69,4
2.54,1,554,2,0.81,2,0.92,4
2.73,1,403,2,0.75,4,0.72,2
3.83,2,894,1,0.91,3,0.78,0
4.53,1,548,2,0.88,3,0.79,4
3.02,1,515,2,0.96,3,0.78,4
4.59,2,267,2,0.96,3,0.75,4
4.88,0,55,0,0.61,1,0.64,1
4.6,3,786,2,0.9,1,0.62,4
3.14,2,978,2,0.86,4,0.95,4
2.63,0,491,2,0.95,4,0.85,2
2.89,0,771,2,0.87,4,0.85,2
4.96,0,688,0,0.77,0,0.75,1
3.04,0,976,2,0.87,3,0.65,4
4.87,1,13,0,0.93,2,0.82,0
3.38,1,275,2,0.85,2,0.97,4
3.58,2,461,1,0.62,4,0.95,0
4.74,1,30,2,0.61,1,0.7,3
4.98,0,347,0,0.96,1,0.85,1
4.86,0,329,0,0.76,3,0.89,1
4.25,1,599,2,0.73,4,0.9,2
4.96,0,290,0,0.89,2,0.97,1
3.58,1,422,2,0.77,2,0.9,4
3.59,1,646,0,0.89,3,0.78,0
4.69,1,31,2,0.87,3,0.92,4
3.8,1,812,2,0.7,1,0.94,4
4.95,0,530,0,0.8,1,0.7,1
4.11,1,444,2,0.66,1,0.73,3
4.89,0,663,0,0.95,2,0.61,1
4.91,0,380,0,0.81,4,0.78,1
4.88,1,963,0,0.77,4,0.78,1
4.51,1,584,2,0.9,3,0.74,4
4.98,0,290,0,0.65,1,0.76,1
2.76,1,49,2,0.89,4,0.92,2
3.04,0,17,2,0.85,4,0.91,2
3.64,1,192,2,0.98,2,0.86,4
3.75,0,710,2,0.78,1,0.72,3
4.16,2,373,2,0.85,3,0.69,4
3.26,1,459,2,0.87,1,0.86,4
4.83,0,691,0,0.67,4,0.87,1
4.94,3,23,0,0.92,0,0.86,0
3.3,0,340,2,0.7,1,0.81,3
4.17,0,480,2,0.78,4,0.71,2
4.32,2,365,1,0.72,3,0.63,0
4.89,1,555,0,0.78,0,0.68,1
4.18,1,959,2,0.87,0,0.86,0
4.81,1,844,0,0.63,2,0.97,1
3.31,0,19,2,0.65,3,0.76,0
4.37,1,666,2,0.87,2,0.84,3
4.91,0,701,0,0.87,2,0.81,1
3.82,3,779,2,0.9,3,0.91,4
4.23,1,161,2,0.77,1,0.77,3
4.59,0,347,2,0.67,4,0.67,2
4.07,1,368,2,0.91,4,0.62,2
3.36,1,764,2,0.86,3,0.87,4
4.98,0,754,0,0.69,2,0.6,1
4.87,0,575,0,0.86,3,0.62,1
3.9,0,951,2,0.72,4,0.82,2
4.42,0,776,2,0.84,4,0.94,2
4.63,0,196,2,0.75,3,0.96,0
3.42,2,512,2,0.72,4,0.91,4
3.05,0,126,2,0.78,2,0.76,3
3.02,1,941,2,0.86,1,0.7,4
3.49,0,989,2,0.97,2,0.76,3
3.11,1,667,2,0.71,4,0.81,2
4.75,2,394,1,0.63,0,0.7,0
4.12,1,697,2,0.87,1,0.67,3
4.1,2,594,1,0.89,0,0.75,0
4.83,2,513,1,0.72,3,0.67,0
3.97,0,685,2,0.86,4,0.89,2
3.66,3,871,2,0.8,2,0.65,4
2.9,1,289,2,0.98,4,0.79,2
2.68,1,400,2,0.85,2,0.84,4
4.99,0,694,0,0.85,0,0.73,1
4.62,0,434,2,0.85,4,0.65,2
3.31,1,807,2,0.85,1,0.66,4
4.31,1,623,2,0.89,1,0.83,3
2.96,1,664,2,0.64,2,0.73,4
4.36,3,907,1,0.82,1,0.89,0
2.54,2,180,0,0.8,2,0.87,0
4.01,1,97,2,0.94,1,0.67,3
4.02,1,888,2,0.7,1,0.91,3
2.71,2,541,2,0.76,2,0.82,4
4.11,0,492,2,0.72,4,0.6,2
3.43,1,323,2,0.79,4,0.98,2
4.87,0,51,0,0.84,0,0.8,1
4.34,1,678,2,0.69,0,0.67,0
3.38,0,147,2,0.87,4,0.79,2
3.08,0,213,2,0.97,1,0.93,3
3.72,0,368,2,0.96,2,0.79,3
4.88,0,343,0,0.7,3,0.73,1
4.45,1,853,2,0.91,2,0.76,3
2.64,0,112,0,0.98,0,0.83,0
3.95,0,309,2,0.88,4,0.85,2
4.81,0,959,0,0.8,1,0.81,1
4.32,3,819,1,0.81,1,0.86,0
3.72,2,540,0,0.64,4,0.86,0
2.95,0,564,0,0.66,4,0.94,0
4.35,2,387,2,0.77,0,0.74,4
4.8,1,710,2,0.8,2,0.85,3
4.06,0,995,2,0.91,4,0.94,2
4.28,1,757,2,0.74,0,0.96,0
4.5,1,571,2,0.99,4,0.65,2
3.69,1,250,0,0.84,1,0.89,0
2.98,0,113,2,0.72,0,0.89,0
2.97,0,247,2,0.78,2,0.73,3
4.88,0,825,0,0.79,0,0.75,1
3.16,1,364,2,0.66,1,0.78,4
3.51,2,991,2,0.9,3,0.81,4
3.12,3,465,0,0.74,2,0.72,0
4.66,0,96,2,0.95,4,0.98,2
4.1,1,262,2,0.85,2,0.96,3
3.7,3,533,0,0.75,0,0.83,0
4.68,0,17,1,0.87,0,0.86,0
4.29,1,456,2,0.76,1,0.67,3
4.9,0,975,0,0.82,3,0.71,1
2.76,1,395,2,0.66,2,0.64,4
2.8,1,707,2,0.93,3,0.93,4
4.95,0,367,0,0.8,0,0.92,1
4.84,0,671,0,0.77,3,0.99,1
4.17,1,879,2,0.64,0,0.96,0
4.34,1,359,2,0.73,1,0.93,3
3.35,0,498,1,0.89,1,0.71,0
4.76,0,959,2,0.99,2,0.7,3
4.35,0,534,0,0.64,4,0.94,0
4.7,1,409,2,0.61,4,0.72,2
4.71,1,632,2,0.62,1,0.85,3
3.44,0,950,1,0.65,2,0.89,0
4.95,0,201,0,0.98,2,0.63,1
4.9,0,693,0,0.6,2,0.93,1
3.15,0,313,2,0.97,2,0.7,3
4.85,0,239,2,0.81,4,0.78,2
2.95,1,150,2,0.8,4,0.78,2
3.44,2,206,2,0.74,4,0.91,4
3.22,0,334,2,0.86,1,0.88,3
2.83,1,827,2,0.91,4,0.68,2
3.86,0,420,2,0.67,4,0.67,2
4.7,0,267,0,0.78,0,0.92,0
4.17,0,40,2,0.72,4,0.83,2
4.51,0,650,2,0.7,2,0.6,3
2.7,1,511,2,0.87,4,0.87,2
4.42,1,852,1,0.9,2,0.81,0
3.5,3,473,2,0.72,2,0.9,4
3.15,1,361,2,0.72,4,0.79,2
4.92,0,842,0,0.63,3,0.76,1
4.88,0,589,2,0.98,1,0.94,3
4.89,0,198,0,0.67,0,0.64,1
2.78,0,118,2,0.97,4,0.89,2
4.85,1,192,0,0.84,3,0.74,1
4.89,0,616,0,0.81,0,0.7,1
3.84,2,712,1,0.6,4,0.99,0
4.88,0,764,0,0.9,0,0.98,1
2.57,3,735,0,0.62,4,0.89,0
4.88,0,510,0,0.83,0,0.95,1
3.09,0,120,2,0.73,2,0.93,3
2.78,1,851,2,0.97,3,0.81,4
